Date,action,close,proba,signal,net_ret
2006-10-10,BUY,21.44499969482422,0.5519586281963587,1,0.0
2007-10-11,SELL,21.82999992370605,0.5319951235854647,0,-0.008024368592093899
2008-10-10,BUY,10.329999923706056,0.651014582192104,1,-0.0012
2009-10-22,SELL,22.700000762939453,0.314432563347072,0,0.020862210655801718
2010-10-26,BUY,29.899999618530277,0.5986543749302593,1,-0.0012
2011-10-25,SELL,30.729999542236328,0.4285871033774514,0,-0.023782728363893522
2012-10-31,BUY,33.75,0.5661486668611566,1,-0.0012
2013-10-31,SELL,46.9900016784668,0.5401679379018065,0,-0.0056491330736914355
2014-10-31,BUY,55.90999984741211,0.6744682651209317,1,-0.0012
2015-11-02,SELL,58.77000045776367,0.4891639712593719,0,-0.0052670711844768
2016-11-01,BUY,48.650001525878906,0.6327190006739013,1,-0.0012
2017-11-01,SELL,74.45999908447266,0.5128223454669386,0,-0.009721962751690037
2019-05-07,BUY,77.68000030517578,0.5642757061628425,1,-0.0012
2020-05-06,SELL,72.97000122070312,0.3255170961354847,0,-0.0012
2021-05-19,BUY,115.91000366210938,0.6795690784927872,1,-0.0012
2022-05-18,SELL,89.80000305175781,0.27338378887365,0,-0.07989085947355226
2023-09-28,BUY,69.01000213623047,0.5901261898122081,1,-0.0012
2024-09-30,SELL,77.37999725341797,0.4178945639607192,0,-0.00042403571093432174
2025-10-02,BUY,46.06999969482422,0.5709221200700794,1,-0.0012
