Date,action,close,proba,signal,net_ret
2007-10-26,BUY,33.759422302246094,0.6000099307224466,1,-0.0012
2008-10-28,SELL,33.02004623413086,0.2947354891504595,0,0.08572757804641626
2009-10-28,BUY,38.82393264770508,0.5711581658000042,1,-0.0012
2010-11-02,SELL,50.10499572753906,0.306758771178871,0,0.007311679593828925
2011-11-01,BUY,48.12508392333984,0.5648795055560327,1,-0.0012
2012-11-02,SELL,45.119441986083984,0.47949061102557927,0,-0.0026619537449552796
2013-11-07,BUY,44.814109802246094,0.5656942069184692,1,-0.0012
2014-11-10,SELL,55.577449798583984,0.5404992525423521,0,0.008735557170698717
2015-11-10,BUY,54.14122009277344,0.5536495311640864,1,-0.0012
2016-11-11,SELL,59.42247772216797,0.5400487175776281,0,0.00951442892259955
2017-11-13,BUY,66.5091781616211,0.6447561204157874,1,-0.0012
2018-11-13,SELL,74.48257446289062,0.4624616898153732,0,-0.0007458154559655472
2019-11-15,BUY,64.62163543701172,0.5880674734277734,1,-0.0012
2020-11-16,SELL,82.39840698242188,0.28368948978652114,0,0.009129376691931458
2021-11-26,BUY,87.28614044189453,0.555590098974545,1,-0.0012
2022-11-28,SELL,90.38028717041016,0.14915949243640164,0,-0.012236912623092143
2023-12-28,BUY,83.07829284667969,0.5823059198415995,1,-0.0012
2024-12-30,SELL,101.66319274902344,0.4485703143428783,0,-0.005146406609720898
