Date,action,close,proba,signal,net_ret
2007-10-11,BUY,38.65998077392578,0.5860585579334221,1,-0.0012
2008-10-13,SELL,18.335206985473636,0.3318791887947692,0,0.34635025945405407
2009-10-13,BUY,19.07671546936035,0.5810040405093746,1,-0.0012
2010-10-20,SELL,29.10138702392578,0.5450111565339139,0,0.0393103561670368
2011-10-21,BUY,38.461402893066406,0.5830481273673863,1,-0.0012
2012-10-22,SELL,46.02183532714844,0.4710105122991191,0,0.014610280673486999
2013-10-24,BUY,55.92046356201172,0.6252891369305205,1,-0.0012
2014-10-24,SELL,77.04471588134766,0.4569750262139044,0,0.009609765484122824
2015-10-26,BUY,99.5154800415039,0.5791556683622299,1,-0.0012
2016-10-25,SELL,124.96427917480467,0.41163295094140073,0,-0.007489213548300254
2017-10-25,BUY,183.2346343994141,0.550031623354364,1,-0.0012
2018-11-07,SELL,245.758056640625,0.4953736681611261,0,0.040881227598343096
2020-01-13,BUY,260.9555053710937,0.6906051275654606,1,-0.0012
2021-01-12,SELL,331.61602783203125,0.2804436002274606,0,-0.010569532972868466
2022-01-13,BUY,439.8431701660156,0.6701038254852949,1,-0.0012
2023-04-11,SELL,498.26995849609375,0.4959352169415863,0,0.010038863933386245
2024-04-11,BUY,428.9960632324219,0.7756852990845324,1,-0.0012
2025-04-16,SELL,577.274169921875,0.5250498919409183,0,0.0012844667829759804
