Date,Open,High,Low,Close,Volume
2005-10-10,17.49482582712275,17.499366816004063,17.208695016463427,17.249570846557617,1355000
2005-10-11,17.30861223997742,17.422156007773083,17.263193693334912,17.30406951904297,1411500
2005-10-12,17.181448571281827,17.485745122310195,16.967985673817164,17.045194625854492,1531600
2005-10-13,16.93165073868429,16.936193460863482,16.459309851959848,16.70456314086914,2060900
2005-10-14,16.818106939776715,16.84535807522925,16.550143505053207,16.70456314086914,1488500
2005-10-17,16.79540325321614,17.140577469260073,16.731818985139984,16.98161506652832,1503000
2005-10-18,16.981611254015824,17.017946103354074,16.554687169537235,16.659147262573242,1725500
2005-10-19,16.668230646325203,16.781774449457473,16.43660031771245,16.763607025146484,2146300
2005-10-20,16.772688885788526,16.8771489652341,16.16863508818585,16.28217887878418,1843800
2005-10-21,16.336676255473993,16.541053631339988,16.259465600058206,16.468385696411133,1598400
2005-10-24,16.477476870424265,16.89531898498535,16.468393157875,16.89531898498535,972200
2005-10-25,16.795398712158203,16.95436107191049,16.604645959504538,16.795398712158203,1059400
2005-10-26,16.64551966457971,16.895315646430642,16.413889371696705,16.650060653686523,1767600
2005-10-27,16.872608681977983,16.92256649659755,16.55468570849073,16.62735366821289,1730800
2005-10-28,16.7817747704839,17.21778256704258,16.74089893127271,17.213241577148438,1991200
2005-10-31,17.226865258300958,17.322241633293586,17.16328100830587,17.240489959716797,2063600
2005-11-01,17.240491399152322,17.240491399152322,16.849900422239028,16.89531898498535,2392400
2005-11-02,16.813566834582797,17.00431959516207,16.67277189281645,16.963443756103516,1718100
2005-11-03,16.97706841069713,16.99977682278392,16.74089711340474,16.768146514892578,2637600
2005-11-04,16.895318292212774,16.99069467125773,16.745439640107033,16.81810760498047,2156400
2005-11-07,16.868067668325338,16.96798677276584,16.70910703175272,16.80448341369629,1395700
2005-11-08,16.82282808861138,17.01092248369669,16.721901480321794,16.90999412536621,1950000
2005-11-09,16.923754204327476,17.02009394267256,16.836589929163924,16.95128059387207,1826400
2005-11-10,16.95128533025075,16.95128533025075,16.57051137700769,16.758604049682617,1824700
2005-11-11,16.735670875718462,16.804486012765228,16.63015561561062,16.74484634399414,2145200
2005-11-14,16.451232449626332,16.790715903666914,16.31819083248348,16.4237060546875,3095200
2005-11-15,16.432878968275368,16.579682885074153,16.322776905696646,16.437467575073242,1884700
2005-11-16,16.42371159236197,16.65309304407105,16.42371159236197,16.625568389892578,1526400
2005-11-17,16.67602139365553,16.78612519812955,16.6072080471448,16.740249633789062,1449900
2005-11-18,16.767774907160042,16.818239079869382,16.437466981314618,16.74942398071289,1289000
2005-11-21,16.70813797355301,16.83200412204405,16.68520018680451,16.73566436767578,985300
2005-11-22,16.657680086514336,16.841184180598532,16.63474054346756,16.790719985961914,1460100
2005-11-23,16.74942391214754,16.997156168047997,16.71272380944414,16.928342819213867,1006200
2005-11-25,16.951285054249315,16.997160632187512,16.873294471705037,16.93752098083496,327300
2005-11-28,16.868709585580962,17.093502393809988,16.813658535612408,17.052213668823242,1273900
2005-11-29,17.134791118796734,17.254070435443474,17.029275877173124,17.052213668823242,1840300
2005-11-30,17.084321608808594,17.084321608808594,16.74483648270305,16.763187408447266,1646700
2005-12-01,16.818236970730332,16.95586540174296,16.767772804349594,16.882463455200195,1634400
2005-12-02,16.891641943057987,16.937517511599697,16.76318895110859,16.873291015625,1413000
2005-12-05,16.758603748262068,16.836594330673453,16.598037475710864,16.7310791015625,1404300
2005-12-06,16.80906263358604,16.955866536496266,16.749423001141086,16.82741355895996,1603600
2005-12-07,16.790708399676458,16.909987641062916,16.58885351045966,16.653079986572266,1522800
2005-12-08,16.65767910233374,17.061389135491556,16.639328168997118,17.052213668823242,2210000
2005-12-09,17.09809071940701,17.157730376744098,16.99716233776599,17.001750946044922,1520400
2005-12-12,17.09349747089133,17.171488040090082,16.965044474611997,17.0155086517334,1256900
2005-12-13,16.99257628215646,17.19443130493164,16.969638489802225,17.19443130493164,1268100
2005-12-14,17.272423204207374,17.414638577575204,17.235721333634054,17.3458251953125,1249000
2005-12-15,17.35499732820607,17.39628429960553,17.065976278121653,17.102676391601562,1318800
2005-12-16,17.116447712862325,17.32747826733926,17.116447712862325,17.16691017150879,1322300
2005-12-19,17.116441192701256,17.20360549720558,16.864120245375908,16.974224090576172,1193900
2005-12-20,17.249481046090814,17.290769769208143,16.987986383028122,17.020099639892578,1478800
2005-12-21,17.226539771892405,17.226539771892405,16.905405518147067,16.90999412536621,1609400
2005-12-22,16.93293542806845,17.143965902913934,16.90540902915942,17.111852645874023,1070300
2005-12-23,17.13479010511245,17.180667435739938,17.047625801982058,17.130203247070312,1013000
2005-12-27,17.116439224661768,17.396283038538698,17.065975040999046,17.31370735168457,1747500
2005-12-28,17.290769896260564,17.368760484962486,16.992575116036473,17.065977096557617,1032300
2005-12-29,17.0797382721544,17.2448931547282,17.070562806451285,17.12102699279785,867300
2005-12-30,17.0659728288548,17.107261541950415,16.882467048420764,17.0155086517334,1028900
2006-01-03,17.0980907769,17.153141826143266,16.81365831409496,17.139379501342773,1880300
2006-01-04,17.043039273663325,17.157729977389078,16.896235312897662,17.111852645874023,2114800
2006-01-05,17.107261541950415,17.157725719071816,16.97421993863778,17.0155086517334,1074500
2006-01-06,17.1302006226315,17.332055596343515,17.001747616636667,17.281591415405273,1154800
2006-01-09,17.235711476289413,17.244886938685166,16.960454604578825,17.024681091308594,1842100
2006-01-10,16.974219140593487,17.08890981046236,16.93293042943906,17.02927017211914,1666700
2006-01-11,17.00174631001605,17.088910593093644,16.94669352592837,17.061384201049805,1103100
2006-01-12,16.997160632187512,17.052211675721573,16.896234010715258,16.93752098083496,1021700
2006-01-13,16.955876259590546,17.116444323626855,16.92835160578663,17.056804656982422,990200
2006-01-17,16.951283820072266,17.189840658072676,16.951283820072266,17.14855194091797,875100
2006-01-18,17.203605210352144,17.281594047285953,17.09808997506693,17.153141021728516,1266600
2006-01-19,17.143970249116865,17.42840452649395,17.05680592220294,17.39170265197754,1372600
2006-01-20,17.410044148593354,17.460508323668236,17.12561177549217,17.14396095275879,1459900
2006-01-23,17.153140691044314,17.28159371412539,17.143965225104065,17.171491622924805,1082500
2006-01-24,17.180667561095444,17.428399898167743,17.157729770634948,17.405460357666016,1592300
2006-01-25,17.400873836197967,17.455924884376323,17.065977188880957,17.157730102539062,1618900
2006-01-26,17.653194500322982,17.653194500322982,16.95128789020105,16.96963882446289,1746400
2006-01-27,16.97881477358168,17.208196231884838,16.974227914433936,17.134794235229492,1301900
2006-01-30,17.134783921743153,17.153134847371913,17.015506405237385,17.07973289489746,1130200
2006-01-31,17.125615600669978,17.157728855610312,16.97880989946127,17.12102699279785,1332700
2006-02-01,17.121025662490194,17.134787984954958,16.90540661032348,16.94669532775879,921500
2006-02-02,16.859531886947426,16.864118744653684,16.51545980762197,16.593448638916016,1919900
2006-02-03,16.44664392224296,16.64850065269582,16.42370613470268,16.56133460998535,1511300
2006-02-06,16.49252216129214,16.657677040799754,16.49252216129214,16.61638832092285,928400
2006-02-07,16.744834956866164,16.83658782718585,16.506278194051163,16.52004051208496,2098600
2006-02-08,16.617386552497813,16.663740158081055,16.482965516829548,16.663740158081055,1455300
2006-02-09,16.66373682750197,16.75180600819387,16.552489964546343,16.649829864501953,1371500
2006-02-10,16.58030319370513,16.77498300619596,16.566397998015507,16.70081901550293,1181400
2006-02-13,16.700819431749796,16.747173032218882,16.62665543920832,16.723997116088867,590500
2006-02-14,16.7240015623824,16.774987884140184,16.50150775739604,16.57103729248047,1178700
2006-02-15,16.51540728086343,16.67300595690079,16.445877777120078,16.492231369018555,1299400
2006-02-16,16.45515263183925,16.696186065673828,16.45515263183925,16.696186065673828,1099100
2006-02-17,16.69618811387816,16.886233491225692,16.663741471517078,16.858421325683594,1873400
2006-02-21,16.927949229009126,16.983571786539756,16.737903869921013,16.761079788208008,1363300
2006-02-22,16.798157484475734,16.89086112899524,16.733262457819936,16.886226654052734,1853700
2006-02-23,16.867692402917115,16.89550456904519,16.737905830738292,16.821340560913086,1142100
2006-02-24,16.79352262006755,16.95575754771347,16.66373609251787,16.881591796875,1076000
2006-02-27,16.941852013076925,17.034557441228806,16.89086393918294,16.89550018310547,1595300
2006-02-28,17.104093020449373,17.10872749780657,16.876964729335494,16.918682098388672,2588400
2006-03-01,16.98820578682327,16.98820578682327,16.86768819851763,16.937217712402344,1468500
2006-03-02,16.909410041288584,16.937222207866153,16.737906101250577,16.84451675415039,930400
2006-03-03,16.807429610038803,16.98356975068226,16.77034849886645,16.900135040283203,1448700
2006-03-06,16.900132656420215,16.918674093495518,16.501500600345,16.51540756225586,1411500
2006-03-07,16.51541147261665,16.649832502717615,16.413435312766303,16.617385864257812,1372800
2006-03-08,16.617386658494137,16.70545762555944,16.36708425958506,16.645198822021484,2112000
2006-03-09,16.645201524322072,16.66374296968379,16.492239020611795,16.533954620361328,858200
2006-03-10,16.47833154283299,16.575671475657078,16.302191353763572,16.36708641052246,1882400
2006-03-13,16.45052179751246,16.622025748094682,16.260476401405256,16.3948974609375,2023700
2006-03-14,16.23265638071361,16.52931229277047,16.23265638071361,16.45051383972168,2028500
2006-03-15,16.48296808048845,16.60348393733066,16.445885190254213,16.57103729248047,1729500
2006-03-16,16.635924390372693,16.686912461362496,16.571031124825257,16.62665367126465,1293800
2006-03-17,16.626660277412977,16.640567245705032,16.445885603502433,16.455156326293945,1661500
2006-03-20,16.43661552139048,16.53859170786244,16.228028670974936,16.30219268798828,1704500
2006-03-21,16.26047829878675,16.31610087364256,16.149231380865356,16.21412467956543,1780400
2006-03-22,16.186312285666244,16.302193679812916,16.153865636761957,16.25120735168457,1536100
2006-03-23,16.25583812082776,16.26510884242964,16.163132673018314,16.232662200927734,1176000
2006-03-24,16.177035307630614,16.214116415899188,16.014800375355108,16.107505798339844,1542700
2006-03-27,16.107505364556697,16.107505364556697,15.945272204859082,15.963811874389648,1486000
2006-03-28,15.963814396179313,15.963814396179313,15.750593133120406,15.75986385345459,2195400
2006-03-29,15.741321262449361,16.112141207672572,15.741321262449361,16.03797721862793,1516200
2006-03-30,15.949907802441587,16.01943731475206,15.787674631329075,15.885014533996582,2179600
2006-03-31,15.931363852328765,15.986988160693336,15.759859988726348,15.76913070678711,1613100
2006-04-03,15.769136761055353,15.982358053689234,15.75986603943527,15.852571487426758,1449200
2006-04-04,15.89428128896952,16.065785136825404,15.764493016243964,15.912822723388672,1657500
2006-04-05,15.885021846043928,16.03798436804475,15.81085782393843,15.982361793518066,1773900
2006-04-06,15.98235191755862,16.08432804801833,15.750589270665586,15.76913070678711,1885000
2006-04-07,15.769133143694564,15.783038338830233,15.56054637561482,15.625439643859863,1302900
2006-04-10,15.606904395840909,15.759868675847112,15.4446711608734,15.500293731689453,1379700
2006-04-11,15.54201135971965,15.597635699668242,15.365872921178132,15.412224769592285,1503800
2006-04-12,15.393679749278112,15.435397110449973,15.273163910453436,15.324151992797852,1859400
2006-04-13,15.31487861288334,15.319513088560416,15.124833282361989,15.166550636291504,1292200
2006-04-17,15.157285800571792,15.217544617019144,15.092392506648325,15.138744354248047,1243600
2006-04-18,15.138742373181863,15.407588005065918,15.11556645241482,15.407588005065918,2231200
2006-04-19,15.347325448178703,15.713510918775363,15.259254495280606,15.398313522338867,2289900
2006-04-20,15.810857345828564,15.838667748146056,15.537377191045064,15.565189361572266,3948100
2006-04-21,15.657896111186854,15.718154941632378,15.477121388060336,15.53738021850586,2081000
2006-04-24,15.523467497569468,15.59299525145236,15.472479417129831,15.518831253051758,1677500
2006-04-25,15.518830231319527,15.713511819434364,15.347326327848874,15.458571434020996,4180600
