Date,action,close,proba,signal,net_ret
2006-10-10,BUY,14.869007110595703,0.6229596410554542,1,0.0
2007-10-11,SELL,16.44930648803711,0.5252348107747936,0,-0.002830074592611552
2008-10-10,BUY,15.113045692443848,0.7354434776778567,1,-0.0012
2009-10-12,SELL,15.767684936523438,0.4976418570514222,0,0.0013125242698371687
2010-10-12,BUY,19.5164794921875,0.605520186808975,1,-0.0012
2011-10-12,SELL,23.33149719238281,0.5195235772182227,0,-0.0004973563533866787
2012-10-11,BUY,26.06005477905273,0.5508787435575401,1,-0.0012
2013-10-16,SELL,24.578025817871094,0.5360392699288847,0,0.009326411545284775
2014-10-17,BUY,28.8745174407959,0.5588684516490355,1,-0.0012
2015-10-19,SELL,30.08499336242676,0.4686305240709281,0,-0.006825491924789449
2016-10-21,BUY,34.60118103027344,0.5906908924156612,1,-0.0012
2017-10-23,SELL,37.46067428588867,0.43359007005845684,0,-0.0013912040243663425
2018-11-01,BUY,33.90426254272461,0.5987811171744809,1,-0.0012
2019-11-04,SELL,48.884254455566406,0.291940430038499,0,-0.009552005982676602
2020-11-25,BUY,50.811500549316406,0.6318020954507341,1,-0.0012
2021-11-26,SELL,53.948951721191406,0.3508400963385885,0,-0.017998634818930402
2022-12-19,BUY,62.29106903076172,0.5886666734766399,1,-0.0012
2023-12-20,SELL,65.57498931884766,0.44400713450761237,0,-0.02323231884651624
2024-12-23,BUY,81.01216125488281,0.6052879374897641,1,-0.0012
