Date,action,close,proba,signal,net_ret
2006-10-10,BUY,18.530000686645508,0.7471270947946557,1,0.0
2007-10-12,SELL,25.86000061035156,0.4804982820171109,0,0.0007372780102207
2008-10-15,BUY,17.440000534057617,0.5939449512673919,1,-0.0012
2009-10-15,SELL,19.670000076293945,0.4718874890416614,0,-0.003229376460510379
2010-10-19,BUY,30.56999969482422,0.6436549139217863,1,-0.0012
2011-10-18,SELL,37.68999862670898,0.5324716053298325,0,0.022984766524455004
2012-10-17,BUY,46.650001525878906,0.575642345876624,1,-0.0012
2013-10-21,SELL,61.18000030517578,0.45134251259413294,0,0.006541743169014992
2014-11-07,BUY,83.54000091552734,0.622229914685727,1,-0.0012
2015-11-11,SELL,87.01000213623047,0.43673243264231915,0,-0.0067999755859375
2016-11-10,BUY,100.41000366210938,0.7351072847480056,1,-0.0012
2017-11-10,SELL,117.4800033569336,0.5165777177677391,0,-6.826117159429651e-06
2018-12-17,BUY,133.33999633789062,0.6086759151100217,1,-0.0012
2019-12-17,SELL,153.49000549316406,0.3771347843557231,0,-0.02937523666870325
2021-02-16,BUY,178.77000427246094,0.6380691725572077,1,-0.0012
2022-02-17,SELL,286.5,0.399178575122006,0,-0.04053209453848652
2023-03-13,BUY,313.2799987792969,0.5996591351723508,1,-0.0012
2024-03-13,SELL,476.7000122070313,0.2811843906981233,0,-6.590948259246215e-05
2025-03-17,BUY,461.7000122070313,0.7160287728755302,1,-0.0012
