Date,action,close,proba,signal,net_ret
2006-10-10,BUY,46.56283950805664,0.6106198275289189,1,0.0
2007-10-11,SELL,72.25914764404297,0.49638490940738733,0,-0.01133893786497344
2008-10-10,BUY,40.80603790283203,0.591796652230119,1,-0.0012
2009-10-14,SELL,73.15628814697266,0.3008183379563962,0,0.0163741899963886
2010-10-14,BUY,54.98124313354492,0.5762223414463468,1,-0.0012
2011-10-13,SELL,71.43675231933594,0.5416860280901088,0,0.0059676877075597115
2012-10-12,BUY,142.19313049316406,0.5879115565269566,1,-0.0012
2013-10-16,SELL,123.75631713867188,0.5392297878252683,0,0.00800579781413844
2014-10-16,BUY,143.725830078125,0.6189216672949811,1,-0.0012
2015-10-20,SELL,241.8280029296875,0.5017464159501127,0,0.007915534280895954
2016-10-20,BUY,309.8296203613281,0.6050587909063273,1,-0.0012
2017-10-20,SELL,402.6253967285156,0.34575078614860677,0,-0.005004099018628548
2018-10-22,BUY,361.1802673339844,0.6239654117472513,1,-0.0012
2019-10-23,SELL,507.7021179199219,0.0771102622730849,0,-0.007007549425812741
2021-02-18,BUY,626.4041748046875,0.5578778993423223,1,-0.0012
2022-02-16,SELL,625.0274047851562,0.12499099712771049,0,-0.000903049863495785
2023-09-27,BUY,677.7783203125,0.6094241497362558,1,-0.0012
2024-09-27,SELL,864.030517578125,0.10490446229148483,0,0.0030208232577434227
