Date,action,close,proba,signal,net_ret
2006-10-10,BUY,1.63100004196167,0.7596406299527697,1,0.0
2007-10-12,SELL,4.618500232696533,0.5050976192319108,0,0.03271542977577444
2008-10-15,BUY,2.436000108718872,0.7647793585393317,1,-0.0012
2009-10-15,SELL,4.80049991607666,0.5453921205287933,0,-0.016077945151888227
2010-10-19,BUY,7.933499813079834,0.5507970630897197,1,-0.0012
2011-10-18,SELL,12.194000244140623,0.41011766835687585,0,0.0051962649244537765
2012-10-22,BUY,11.689000129699709,0.637036655063854,1,-0.0012
2013-10-24,SELL,16.61050033569336,0.49389135842031046,0,0.01547896944331182
2014-10-24,BUY,14.352999687194824,0.8178230766897079,1,-0.0012
2015-10-26,SELL,30.430500030517575,0.4982198056906894,0,0.01479252433196452
2016-10-26,BUY,41.12950134277344,0.5760098036001527,1,-0.0012
2017-10-26,SELL,48.62149810791016,0.5373162664450412,0,-0.0016934079227257858
2018-10-26,BUY,82.1405029296875,0.7799496948036748,1,-0.0012
2020-01-30,SELL,93.53399658203124,0.45845560657830126,0,0.005624489189870775
2021-01-29,BUY,160.30999755859375,0.7414460523203572,1,-0.0012
2022-02-10,SELL,159.0034942626953,0.4866964229388481,0,-0.014761706274733853
2023-02-13,BUY,99.54000091552734,0.8309154416691789,1,-0.0012
2024-02-14,SELL,170.97999572753906,0.4894836915242547,0,0.012675689909627953
2025-02-18,BUY,226.6499938964844,0.8387594326933527,1,-0.0012
