Date,Open,High,Low,Close,Volume
2014-07-31,18.42865562438965,19.229901521102242,18.108157571355665,18.42865562438965,56477500
2014-08-01,18.348530729067335,18.42865562438965,18.164244539604702,18.42865562438965,6458900
2014-08-04,18.50878051971196,18.532816918529967,18.348530729067335,18.42865562438965,3455900
2014-08-05,18.42064298203189,18.436668266747407,18.164244539604702,18.42865562438965,4450200
2014-08-06,18.268405577272436,18.412630081176758,18.16424428459445,18.412630081176758,6993400
2014-08-07,18.34052137002172,18.428658923480135,18.268409104147658,18.37257194519043,3186900
2014-08-08,18.372566483536936,18.452691369384276,18.268403673458874,18.388591766357422,2855000
2014-08-11,18.348534013813897,18.37257194519043,18.268409104147658,18.37257194519043,1767500
2014-08-12,18.340518086709576,18.42865562438965,18.292443760818298,18.42865562438965,1549700
2014-08-13,18.42865150288867,18.612937651136374,18.332501344354476,18.5728759765625,1659100
2014-08-14,18.58890362225202,18.604927377166877,18.388592167392645,18.43666648864746,1391700
2014-08-15,18.444680909105163,18.492755234996444,18.42865562438965,18.42865562438965,1948100
2014-08-18,18.47673517907679,18.56487274169922,18.444686128831353,18.56487274169922,1073700
2014-08-19,18.5889093593986,19.578447212594238,18.5889093593986,19.55841636657715,2851800
2014-08-20,19.47027775634359,20.50388586004052,19.43822871010206,20.183387756347656,3544500
2014-08-21,20.4077332649341,20.447796478344124,19.967048615211173,20.3436336517334,2358000
2014-08-22,20.231455904898517,20.37568038953345,20.11126934378775,20.31959342956543,891600
2014-08-25,20.32760983681701,20.35164623653934,19.93499798779196,20.12729835510254,1185400
2014-08-26,20.03115298124311,20.11127789881922,19.98307864199972,20.07121467590332,951000
2014-08-27,20.0311544851338,20.463828155575477,19.991092787465856,20.407739639282227,1230600
2014-08-28,20.351645222410916,20.70419384057228,20.279532970326656,20.584007263183594,981700
2014-08-29,20.68015873770076,20.784321573048402,20.391711218231,20.664134979248047,981200
2014-09-02,20.59202271731674,20.752270999632064,20.447798193454133,20.664134979248047,1873200
2014-09-03,20.82438326156337,20.82999195908568,20.53593421383815,20.664134979248047,996500
2014-09-04,20.455810066757785,20.63208362914553,20.439784780652882,20.592021942138672,1117500
2014-09-05,20.592020559341115,20.848419006780286,20.527920947481324,20.648107528686523,1089800
2014-09-08,20.68816899873014,20.816368221121934,19.72667483079171,19.9029483795166,2534800
2014-09-09,20.27152067894302,20.511895366136244,19.79077436106712,20.06319808959961,3608600
2014-09-10,20.183387570868625,20.275530679317587,19.782764562870273,19.7907772064209,1974600
2014-09-11,19.830836337955564,20.047173101150896,19.734686156005875,19.75071144104004,2029100
2014-09-12,19.654567336801847,19.830840928213934,19.582455065711525,19.630529403686523,1106800
2014-09-15,19.51033406402427,19.534370458128002,19.165798151491135,19.35008430480957,1125600
2014-09-16,19.42220358029237,19.518353776307386,19.133754520502833,19.478290557861328,1512100
2014-09-17,19.590467966116517,19.782766848785364,19.51835569408374,19.670591354370117,940400
2014-09-18,19.68661588552518,19.902952693296044,19.678603241357116,19.766740798950195,879100
2014-09-19,19.910971223425943,20.423768375727096,19.79879570016802,20.359668731689453,5257900
2014-09-22,20.255497005221667,20.319596616417563,19.83083612588931,19.9029483795166,737000
2014-09-23,19.758723557317733,19.79077412653245,19.374125896272655,19.694623947143555,940000
2014-09-24,19.814811490344837,20.031148258315927,19.77074271965569,19.96704864501953,964600
2014-09-25,20.01513387595114,20.01513387595114,19.718673576057576,19.734697341918945,1350800
2014-09-26,19.71866356164864,19.870899193681655,19.502326785700188,19.84686279296875,1252800
2014-09-29,19.68661436851825,19.850869740667356,19.502328151620326,19.7907772064209,1482000
2014-09-30,19.926991392850915,20.127302919996257,19.398167555192003,19.670591354370117,8795100
2014-10-01,19.582450693715725,19.702637275948078,19.37412657132717,19.40617561340332,1196600
2014-10-02,19.510337758924695,19.78276148422877,19.0376025607944,19.694623947143555,1253000
