Date,action,close,proba,signal,net_ret
2006-10-10,BUY,29.405000686645508,0.5504866095959734,1,0.0
2007-10-11,SELL,41.68999862670898,0.4940227494796791,0,-0.012113472894834908
2008-10-15,BUY,18.399999618530277,0.8387003780989803,1,-0.0012
2009-10-15,SELL,43.58000183105469,0.3423950675172753,0,-0.009392917772088082
2010-10-19,BUY,90.98999786376952,0.6576957820297327,1,-0.0012
2011-10-18,SELL,88.5,0.3982125745483807,0,0.015573886363921298
2012-10-17,BUY,97.33000183105467,0.5625675672166989,1,-0.0012
2013-10-21,SELL,90.11000061035156,0.5157438366027655,0,0.02499295200666727
2014-10-24,BUY,114.9000015258789,0.6203753418977208,1,-0.0012
2015-10-26,SELL,119.94000244140624,0.5490105375849258,0,0.002482028798378534
2016-10-25,BUY,117.22000122070312,0.633565009605803,1,-0.0012
2017-10-26,SELL,124.0500030517578,0.497109876304632,0,0.0385284853755544
2018-10-26,BUY,170.3800048828125,0.6119718778409328,1,-0.0012
2019-10-29,SELL,143.52999877929688,0.39042795531288127,0,0.0022957701479920725
2020-11-04,BUY,134.0,0.6162058907448923,1,-0.0012
2021-11-04,SELL,222.6300048828125,0.3122991081200112,0,0.0017282330290305581
2022-11-09,BUY,134.25,0.5921019412690749,1,-0.0012
2023-11-10,SELL,159.0500030517578,0.37873687126877204,0,0.01887442867861653
2024-11-14,BUY,242.0500030517578,0.6048284864524217,1,-0.0012
