Date,action,close,proba,signal,net_ret
2007-10-11,BUY,16.498214721679688,0.5617959577750056,1,-0.0012
2008-10-13,SELL,12.423224449157717,0.22743357017085178,0,0.10282849743347841
2009-10-13,BUY,13.754799842834473,0.5806412140099408,1,-0.0012
2010-10-13,SELL,17.005496978759766,0.4910633517175708,0,0.01499872035101455
2011-10-13,BUY,18.178373336791992,0.6009247839302195,1,-0.0012
2012-10-15,SELL,22.859298706054688,0.5071723844287986,0,0.005236399761173162
2013-10-31,BUY,29.323734283447266,0.5586373395273352,1,-0.0012
2014-10-31,SELL,32.842437744140625,0.5015011673511118,0,0.00745649119682832
2015-11-05,BUY,39.29981231689453,0.5875364618202833,1,-0.0012
2016-11-04,SELL,65.2807846069336,0.5237090349255181,0,0.0040256801631389574
2017-11-09,BUY,79.40573120117188,0.5507765128862933,1,-0.0012
2018-11-12,SELL,87.26797485351562,0.5437905058231873,0,-0.028405514276835485
2019-11-14,BUY,117.62377166748048,0.6309484642200601,1,-0.0012
2020-11-24,SELL,189.3993377685547,0.44243041845269654,0,-0.01395534592565597
2021-11-24,BUY,274.6540832519531,0.5976684589205874,1,-0.0012
2022-11-28,SELL,228.1563262939453,0.48059647427280505,0,-0.023219142257238555
2023-12-04,BUY,219.8727264404297,0.6507748625321492,1,-0.0012
2024-12-30,SELL,228.53228759765625,0.507557629648558,0,-0.00747442581300619
