Date,Open,High,Low,Close,Volume
2005-10-10,11.565432226170907,11.672267858114157,11.408321660811964,11.521441459655762,878400
2005-10-11,11.546580119281428,11.6261830377036,11.41251255084771,11.45021915435791,1673200
2005-10-12,11.429270823036505,11.527726239168427,11.127618010089131,11.192557334899902,1396400
2005-10-13,11.219786994045107,11.536102511120815,11.161131852487157,11.498395919799805,1416400
2005-10-14,11.523533819805836,11.573809543183557,11.351759696849019,11.49001693725586,1286400
2005-10-17,11.475355720007956,11.68064676789416,11.473261264024874,11.601044654846191,746400
2005-10-18,11.628278407056818,11.730924346696971,11.513064131330063,11.617804527282715,636800
2005-10-19,11.559150741651488,11.680649191522019,11.374807411769261,11.642943382263184,958800
2005-10-20,11.632469177246094,11.69112434770866,11.508875466811727,11.632469177246094,1012000
2005-10-21,11.665981914400328,11.793765291373184,11.657603292270352,11.722541809082031,1165600
2005-10-24,11.751872514868738,11.971827993302007,11.747683602098089,11.927836418151855,2032400
2005-10-25,11.927835818697051,11.990680694580078,11.85870757397383,11.990680694580078,930000
2005-10-26,11.959256359329132,12.08703974799691,11.888032870519503,11.957161903381348,540000
2005-10-27,11.944589704791309,11.944589704791309,11.416698240704605,11.454404830932617,1612400
2005-10-28,11.536106265511837,11.663889666674704,11.263781416648177,11.349668502807617,2700800
2005-10-31,11.360141347229977,11.504682781767585,11.28682340198025,11.366425514221191,2115600
2005-11-01,11.318247892998464,11.406230248612347,11.249119641328722,11.267972946166992,2147600
2005-11-02,11.29729787090675,11.534011362260381,11.282634281089823,11.358047485351562,1332800
2005-11-03,11.385277970349403,11.41251069046878,11.311960030534479,11.34757137298584,1142000
2005-11-04,11.343382651702322,11.521440965157968,11.27215916649894,11.311960220336914,880800
2005-11-07,11.347573412481012,11.347573412481012,11.18627391589788,11.261686325073242,824400
2005-11-08,11.198841094970703,11.238642950290657,11.043825782047143,11.198841094970703,994400
2005-11-09,11.205125506323503,11.330813634855305,11.20303025135478,11.259590148925781,510400
2005-11-10,11.215600567355567,11.286824060800818,11.052205024095455,11.18836784362793,958000
2005-11-11,11.211410688689018,11.211410688689018,11.081532837559434,11.089911460876465,663200
2005-11-14,11.10248238750707,11.14647316367217,11.081534627172976,11.108766555786133,634400
2005-11-15,11.096196614641887,11.163230396944446,11.05639475701456,11.087817192077637,718400
2005-11-16,11.096194600406996,11.117142353909363,10.867860571166663,10.972600936889648,1017200
2005-11-17,11.00821524353043,11.272161483764648,10.955845046559205,11.272161483764648,676800
2005-11-18,11.299390569881133,11.458596376144538,11.238641763988698,11.370614051818848,784000
2005-11-21,11.324525706243621,11.603134591609539,11.324525706243621,11.594755172729492,769600
2005-11-22,11.582190181212535,11.730921313219799,11.557051917328176,11.638750076293945,867600
