Date,action,close,proba,signal,net_ret
2007-10-15,BUY,23.399999618530277,0.5775203315853985,1,-0.0012
2008-10-14,SELL,17.18000030517578,0.4646242479262336,0,0.008992128182803906
2009-10-15,BUY,13.140000343322754,0.563250394368025,1,-0.0012
2010-10-15,SELL,18.49333381652832,0.4940578547916641,0,0.006428113142290838
2011-10-17,BUY,15.18000030517578,0.6266494004686114,1,-0.0012
2012-10-17,SELL,23.100000381469727,0.5125339799123727,0,0.011069968904031759
2013-11-04,BUY,32.58000183105469,0.555630491311257,1,-0.0012
2014-11-04,SELL,48.70000076293945,0.5423921410166807,0,-0.0036579871494241342
2015-11-12,BUY,61.72999954223633,0.5938889128185347,1,-0.0012
2016-11-18,SELL,52.31999969482422,0.516558675375968,0,-0.0010088640552338368
2017-11-28,BUY,74.98999786376953,0.6390207018427888,1,-0.0012
2018-11-28,SELL,132.86000061035156,0.30829228254523966,0,0.04280438771112336
2020-01-10,BUY,143.35000610351562,0.5564931336295156,1,-0.0012
2021-01-11,SELL,241.8000030517578,0.4360342141333405,0,-0.0065476060021332425
2022-02-01,BUY,287.5899963378906,0.5594358453788616,1,-0.0012
2023-02-02,SELL,304.3900146484375,0.5443757871714195,0,-0.02480861379811552
2024-02-13,BUY,394.3299865722656,0.5703742185626162,1,-0.0012
2025-02-14,SELL,272.2799987792969,0.5152986917734648,0,0.004748148194082626
